Id,Latitude,Longitude,On street,Zipcode,Installation Date
14229,40.8011317,-73.9378567,3 AV,10035,11/28/2017
14228,40.8012407,-73.9415950,PARK AV,10035,10/23/2017
14227,40.7961996,-73.9434955,LEXINGTON AV,10029,10/07/2017
14226,40.7998453,-73.9448396,MADISON AV,10029,10/20/2017
14225,40.7999953,-73.9429758,PARK AV,10035,10/20/2017
14224,40.8027081,-73.9451082,5 AVE,10026,10/20/2017
14223,40.8057615,-73.9542806,FREDERICK DOUGLASS BLVD,10026,10/07/2017
14222,40.8038518,-73.9559001,FREDERICK DOUGLASS BLVD,10026,01/02/2018
14221,40.8056636,-73.9564588,MANHATTAN AVE,10026,09/23/2017
14220,40.7924963,-73.9368355,E 111 ST,10029,10/20/2017
14219,40.7871577,-73.9477499,3 AV,10029,10/25/2017
14218,40.7872685,-73.9499960,LEXINGTON AV,10029,10/20/2017
14216,40.8170001,-73.9455155,W 136 ST,10030,09/23/2017
14215,40.8190172,-73.9448382,FREDERICK DOUGLASS BLVD,10030,08/10/2017
14214,40.8179892,-73.9419705,ADAM C POWELL BLVD,10030,08/07/2017
14212,40.8165952,-73.9425497,ADAM C POWELL BLVD,10030,08/04/2017
14209,40.8151328,-73.9436203,ADAM C POWELL BLVD,10030,08/03/2017
14207,40.8141452,-73.9447628,ADAM C POWELL BLVD,10030,08/01/2017
14206,40.8144761,-73.9478983,FREDERICK DOUGLASS BLVD,10027,08/11/2017
14205,40.8035902,-73.9472855,W 119 ST,10026,06/27/2018
14203,40.7949101,-73.9444284,LEXINGTON AV,10029,12/09/2017
14202,40.8065717,-73.9487786,W 122 ST,10027,12/09/2017
14198,40.8021988,-73.9540302,W 114 ST,10026,09/29/2017
14197,40.7997966,-73.9525763,ST NICHOLAS AV,10026,09/29/2017
14196,40.8000650,-73.9512794,MALCOLM X BLVD,10026,10/25/2017
14195,40.8087199,-73.9360904,PARK AV,10037,01/03/2020
14193,40.8081834,-73.9387713,MADISON AV,10035,11/28/2017
14192,40.8101309,-73.9472731,7 AVE,10027,12/09/2017
14190,40.7995498,-73.9360450,2 AV,10035,04/30/2019
14189,40.8040042,-73.9462088,MORRIS PK BLVD,10027,11/01/2017
14186,40.8056475,-73.9505421,ADAM C POWELL BLVD,10026,09/29/2017
14184,40.7927778,-73.9514726,E 104 ST,10029,10/20/2017
14172,40.7834298,-73.9528479,LEXINGTON AV,10128,11/28/2017
14170,40.7885263,-73.9790187,W85 ST,10024,07/24/2018
14169,40.7877386,-73.9793909,W84 ST,10024,08/31/2018
14163,40.7924206,-73.9765016,West 91st Street,10024,10/14/2017
14162,40.7933443,-73.9710176,AMSTERDAM AV,10025,08/11/2017
14157,40.7945742,-73.9718369,BROADWAY,10025,08/18/2017
14156,40.7927164,-73.9734340,BROADWAY,10025,07/19/2017
14154,40.7924786,-73.9668757,W 96 ST,10025,01/03/2020
14153,40.7920930,-73.9719391,AMSTERDAM AV,10025,07/19/2017
14152,40.7915390,-73.9740990,BROADWAY,10025,07/21/2017
14151,40.7836375,-73.9575818,E 90 ST,10128,10/20/2017
14150,40.7831587,-73.9542672,E 91 ST,10128,07/24/2018
14149,40.7826850,-73.9573694,MADISON AV,10128,10/20/2017
14148,40.7851930,-73.9555297,MADISON AV,10128,11/01/2017
14147,40.7884467,-73.9671774,CENTRAL PARK WEST,10024,10/20/2017
14146,40.7881082,-73.9562175,97 Street Transverse,10128,04/27/2019
14142,40.7846287,-73.9585128,East Drive,10128,09/16/2021
14141,40.7890942,-73.9664296,CENTRAL PARK WEST,10025,01/04/2019
14139,40.7793324,-73.9474311,1 AVE,10128,01/17/2018
14138,40.7873828,-73.9541777,MADISON AV,10029,12/09/2017
14137,40.7871778,-73.9563915,5 AVE,10128,10/05/2018
14136,40.7860143,-73.9570494,5 AVE,10128,11/28/2017
14134,40.7817977,-73.9551745,E 89 ST,10128,07/30/2018
14133,40.7832199,-73.9563724,E 90 ST,10128,07/30/2018
14132,40.7835338,-73.9590591,5 AVE,10128,07/24/2018
14130,40.7861742,-73.9797091,WEST END AV,10024,06/30/2017
14129,40.7867391,-73.9770367,W 84 ST,10024,01/03/2020
14128,40.7883223,-73.9746744,AMSTERDAM AV,10024,11/29/2017
14127,40.7840557,-73.9824686,W 78 ST,10024,07/24/2018
14126,40.7843362,-73.9713068,W 84 ST,10024,06/27/2018
14124,40.7811757,-73.9778944,W 77 ST,10024,12/09/2017
14123,40.7822717,-73.9825557,WEST END AV,10023,01/03/2020
14122,40.7885273,-73.9708139,COLUMBUS AV,10024,10/21/2017
14121,40.7888646,-73.9697701,W 90 ST,10024,10/21/2017
14120,40.7872016,-73.9680798,Central Park West,10024,10/21/2017
14117,40.7791914,-73.9788158,W 74 ST,10023,05/17/2018
14116,40.7859120,-73.9727253,COLUMBUS AV,10024,10/07/2017
14115,40.7910159,-73.9796643,RIVERSIDE DR,10024,10/21/2017
14114,40.7902081,-73.9752623,BROADWAY,10024,06/30/2017
14113,40.7884682,-73.9766533,W 86 ST,10024,11/30/2017
14112,40.7859692,-73.9707139,W 86 ST,10024,10/14/2017
14111,40.7877499,-73.9810592,RIVERSIDE DR,10024,09/29/2017
14110,40.7837969,-73.9779838,AMSTERDAM AV,10024,01/03/2020
14108,40.7779809,-73.9782493,COLUMBUS AV,10023,10/16/2017
14105,40.7791043,-73.9831234,W 72 ST,10023,07/24/2018
14104,40.7783114,-73.9854164,WEST END AVE,10023,08/11/2017
14102,40.7832079,-73.9843393,RIVERSIDE DR,10024,09/09/2017
14101,40.7920229,-73.9781580,RIVERSIDE DR,10024,10/20/2017
14099,40.7869721,-73.9756680,AMSTERDAM AV,10024,10/21/2017
14098,40.7871720,-73.9735951,W 86 ST,10024,10/14/2017
14097,40.7850703,-73.9770553,AMSTERDAM AV,10024,11/01/2017
14096,40.7848684,-73.9703280,W 85 ST,10024,01/03/2020
14095,40.7831802,-73.9826566,W 77 ST,10024,01/03/2020
14094,40.7821873,-73.9723405,W 81 ST,10024,11/01/2017
14093,40.7843053,-73.9813455,WEST END AVE,10024,08/11/2017
14092,40.7824357,-73.9789772,AMSTERDAM AV,10024,11/01/2017
14091,40.7770060,-73.9755164,CENTRAL PARK WEST,10023,12/13/2017
14090,40.7793153,-73.9809894,AMSTERDAM AV,10023,01/03/2020
14088,40.7761367,-73.9795966,COLUMBUS AV,10023,01/03/2020
14087,40.7772130,-73.9821238,BROADWAY,10023,01/25/2019
13766,40.7431630,-74.0048213,W17 ST,10011,01/03/2020
13764,40.7579400,-73.9856519,7 AVE,10036,12/09/2017
13757,40.7712136,-73.9617488,LEXINGTON AVE,10021,11/28/2017
13755,40.7676907,-73.9662815,PARK AVE,10065,10/14/2017
13754,40.7398940,-74.0059975,9 AVE,10014,09/07/2021
13753,40.7427761,-73.9967413,7 AVE,10011,09/08/2017
13751,40.7541335,-73.9904207,W 38 ST,10018,01/02/2020
13750,40.7551819,-73.9890598,W 40 ST,10018,09/07/2021
13746,40.7358647,-73.9936023,5 AVE,10003,01/02/2020
13745,40.7656387,-73.9835167,8 AVE,10019,06/12/2017
13743,40.7741488,-73.9651157,E 75 ST,10021,08/21/2018
13741,40.7705395,-73.9503804,E 78 ST,10075,08/03/2017
13740,40.7684558,-73.9637612,LEXINGTON AVE,10065,01/02/2020
13738,40.7389938,-74.0030384,8 AVE,10014,08/03/2017
13737,40.7397843,-73.9986432,7 AVE,10011,06/16/2017
13736,40.7712039,-73.9659692,MADISON AVE,10021,08/04/2017
13735,40.7670665,-73.9624082,3 AVE,10065,09/14/2017
13734,40.7550032,-73.9867678,BROADWAY,10018,12/09/2017
13732,40.7590354,-73.9883264,8 AVE,10036,06/01/2017
13731,40.7473017,-73.9894617,6 AVE,10001,01/07/2020
13719,40.7528298,-73.9911500,W 36 ST,10018,02/21/2019
13717,40.7441316,-73.9899530,W 26 ST,10010,09/07/2021
13716,40.7497093,-74.0051502,W 25 ST,10001,07/26/2017
13715,40.7429295,-73.9906749,W 24 ST,10010,06/30/2017
13713,40.7386996,-73.9887666,E 20 ST,10003,06/28/2018
13712,40.7396301,-73.9889072,E 21 ST,10010,03/25/2020
13707,40.7371794,-73.9941651,W 15TH ST,10011,07/07/2018
13706,40.7363339,-73.9921625,E 15 ST,10003,12/17/2019
13705,40.7380359,-74.0007434,W 13 ST,10011,07/26/2017
13703,40.7656018,-73.9764014,6 AVE,10019,10/21/2017
13702,40.7665603,-73.9794010,7 AVE,10019,06/13/2017
13701,40.7594681,-73.9806088,6 AVE,10020,12/09/2017
13700,40.7573521,-73.9824178,6 AVE,10036,09/08/2017
13699,40.7656441,-73.9605282,2 AVE,10065,06/27/2017
13696,40.7720604,-73.9663082,E 72 ST,10021,08/16/2017
13695,40.7715192,-73.9646044,E 72 ST,10021,01/20/2021
13694,40.7704061,-73.9602726,3 AVE,10021,09/15/2017
13692,40.7683217,-73.9650501,E 68 ST,10065,08/01/2017
13687,40.7741852,-73.9590356,E 78 ST,10075,08/21/2018
13686,40.7725330,-73.9593218,E 76 ST,10021,08/21/2018
13685,40.7730858,-73.9626178,PARK AVE,10021,07/26/2017
13684,40.7706760,-73.9630235,E 72 ST,10021,10/07/2017
13681,40.7713466,-73.9506000,YORK AVE,10075,07/24/2017
13679,40.7736359,-73.9518985,1 AVE,10075,11/28/2017
13678,40.7724786,-73.9608202,LEXINGTON AVE,10021,06/30/2017
13677,40.7701498,-73.9572582,2 AVE,10021,01/02/2020
13675,40.7696382,-73.9545148,1 AVE,10021,07/26/2017
13674,40.7698443,-73.9627460,LEXINGTON AVE,10021,07/26/2017
13673,40.7690421,-73.9612679,3rd Avenue,10021,06/27/2017
13669,40.7693351,-73.9673312,MADISON AVE,10065,07/26/2017
13668,40.7637733,-73.9561216,YORK AVE,10065,09/08/2017
13667,40.7424023,-73.9893037,BROADWAY,10010,08/01/2017
13666,40.7441037,-73.9857234,MADISON AVE,10016,09/15/2017
13664,40.7523879,-73.9917528,W 35 ST,10018,04/28/2018
13663,40.7514930,-73.9896234,W 35 ST,10018,03/30/2018
13662,40.7446472,-73.9713672,FDR DR,10016,08/03/2018
13661,40.7126549,-74.0077590,PARK PL,10007,06/06/2018
13656,40.7168243,-73.9937665,FORSYTH ST,10002,06/14/2018
13655,40.7201196,-73.9825467,RIDGE ST,10002,04/26/2018
13611,40.7416094,-74.0071561,WASHINGTON ST,10014,10/08/2018
13610,40.7403881,-74.0038252,W14 ST,10011,09/07/2021
13609,40.7416589,-74.0046913,9 AVE,10011,01/02/2018
13605,40.7401572,-73.9904804,5TH AVE,10010,08/03/2017
13604,40.7495747,-74.0063629,11 AVE,10001,11/29/2017
13602,40.7507577,-74.0057964,11th Avenue,10001,07/26/2017
13601,40.7457046,-74.0054928,10 AVE,10011,10/14/2017
13600,40.7427240,-74.0002165,8 AVE,10011,01/02/2020
13598,40.7416672,-73.9972899,7 AVE,10011,06/26/2017
13597,40.7447907,-73.9950161,7 AVE,10001,06/26/2017
13594,40.7395125,-74.0052794,HUDSON ST,10014,12/09/2017
13592,40.7373605,-73.9925160,5 AVE,10003,01/02/2020
13591,40.7387193,-73.9957130,6 AVE,10011,07/26/2017
13590,40.7404786,-73.9944319,6 AVE,10011,08/10/2017
13587,40.7405606,-73.9895457,BROADWAY,10010,01/02/2020
13585,40.7682104,-73.9825413,COLUMBUS CIRCLE,10019,08/01/2017
13584,40.7641896,-73.9845748,8 AVE,10019,01/02/2020
13583,40.7634074,-73.9851453,8 AVE,10019,05/31/2017
13582,40.7621642,-73.9860499,8 AVE,10019,01/02/2020
13581,40.7605093,-73.9874779,8 AVE,10036,05/31/2017
13580,40.7540760,-73.9922362,8 AVE,10018,06/29/2017
13579,40.7530026,-73.9892839,7 AVE,10018,07/25/2017
13578,40.7542349,-73.9883886,7 AVE,10018,07/19/2017
13574,40.7574405,-73.9861321,W44 ST,10036,01/02/2020
13573,40.7486384,-73.9887613,6 AVE,10001,05/19/2018
13572,40.7500436,-73.9880068,BROADWAY,10001,05/16/2018
13571,40.7597871,-73.9850523,BROADWAY,10036,01/02/2020
13570,40.7620925,-73.9835031,BROADWAY,10019,01/02/2020
13543,40.7667198,-73.9816717,BROADWAY,10019,06/01/2017
13522,40.7292581,-74.0053399,Varick St,10014,12/26/2018
13521,40.7265231,-74.0075405,Hudson St,10013,03/27/2019
13519,40.7030779,-74.0133806,Pearl St,10004,04/29/2019
13518,40.7272433,-74.0074432,Hudson St,10013,03/27/2019
13516,40.7547034,-73.9818519,W 43rd St,10036,03/13/2019
13509,40.7474090,-73.9917317,W 29th St,10001,01/21/2020
13508,40.7201044,-73.9959776,Broome St,10013,12/21/2018
13507,40.7201472,-74.0039675,Church St,10013,08/07/2019
13505,40.7538594,-73.9643575,Beekman Pl,10022,03/20/2019
13503,40.7121169,-74.0081557,Broadway,10007,04/17/2019
13499,40.7490752,-73.9937779,W 30th St,10001,11/26/2018
13497,40.7476775,-73.9868848,W 32nd St,10001,05/01/2019
13494,40.7612132,-73.9776339,W 53rd St,10019,11/04/2019
13493,40.7660443,-73.9520083,E 72nd St,10021,12/26/2018
13491,40.7680572,-73.9543679,E 73rd St,10021,12/26/2018
13490,40.7677074,-73.9515486,E 74th St,10021,12/26/2018
13488,40.7689320,-73.9523853,York Ave,10021,03/27/2019
13487,40.7519758,-73.9869020,W 37th St,10018,08/03/2021
13484,40.7792581,-73.9834808,W 72nd St,10023,01/21/2020
13481,40.7285308,-74.0040662,W Houston St,10014,02/15/2019
13480,40.7458584,-73.9959724,W 25th St,10001,12/26/2018
13479,40.7497833,-73.9934891,W 31st St,10001,04/10/2019
13476,40.7494954,-73.9909103,W 32nd St,10001,08/05/2020
13475,40.7478539,-73.9984589,W 26th St,10001,12/26/2018
13473,40.7496627,-73.9988595,9th Ave,10001,05/01/2019
13472,40.7462008,-73.9869428,W 30th St,10001,12/21/2018
13471,40.7615441,-73.9625268,E 61st St,10065,05/01/2019
13469,40.7437571,-73.9737097,E 34th St,10016,12/21/2018
13468,40.7576911,-73.9970438,10th Ave,10018,05/01/2019
13465,40.7591454,-73.9785096,West 50th Street,10020,03/20/2019
13460,40.7591707,-73.9651957,E 57th St,10022,12/26/2018
13457,40.7988986,-73.9446456,E 115th St,10029,12/26/2018
13454,40.8020170,-73.9357428,E 123rd St,10035,12/26/2018
13444,40.7690814,-73.9907687,W 56th St,10019,12/26/2018
13443,40.7503192,-73.9711794,E 43rd St,10017,12/21/2018
13442,40.7592031,-73.9905607,W 44th St,10036,04/24/2019
13438,40.7644825,-73.9795063,W 56th St,10019,03/27/2019
13436,40.7629338,-73.9761136,W 56th St,10019,01/21/2020
13434,40.7584986,-73.9773496,5th Avenue,10020,03/25/2023
13428,40.7540552,-73.9899191,W 38th St,10018,08/11/2020
13422,40.7540592,-73.9722001,3rd Ave,10017,12/26/2018
13421,40.8094720,-73.9518146,Frederick Douglass Blvd,10027,12/26/2018
13420,40.8077423,-73.9457001,Lenox Ave,10027,12/26/2018
13419,40.8070835,-73.9461635,Lenox Ave,10027,12/26/2018
13417,40.8091481,-73.9484920,W 125th St,10027,12/26/2018
13416,40.8094861,-73.9477505,7th Ave,10027,12/26/2018
13414,40.7980466,-73.9421305,Lexington Ave,10029,12/26/2018
13413,40.8048942,-73.9388883,E 125th St,10035,12/26/2018
13412,40.8069768,-73.9378781,Park Ave,10035,12/21/2018
13411,40.8075951,-73.9369621,Park Ave,10035,12/26/2018
13410,40.8055077,-73.9343464,3rd Ave,10035,12/26/2018
13409,40.8049786,-73.9350392,3rd Ave,10035,01/21/2020
13408,40.8029078,-73.9362477,3rd Ave,10035,03/27/2019
13407,40.8023764,-73.9369381,3rd Ave,10035,11/30/2018
13406,40.8045117,-73.9374110,Lexington Ave,10035,07/28/2021
13404,40.8056621,-73.9408434,Madison Ave,10035,12/26/2018
13402,40.8071914,-73.9417993,5th Ave,10027,12/26/2018
13401,40.8076276,-73.9412968,5th Ave,10035,12/26/2018
13400,40.7802624,-73.9817438,Broadway,10023,01/21/2020
13397,40.7691199,-73.9924330,11th Ave,10019,12/26/2018
13396,40.7694628,-73.9896784,W 57th St,10019,12/26/2018
13395,40.7601760,-73.9675776,3rd ave,10022,12/26/2018
13393,40.7641193,-73.9747558,W 58th St,10019,12/26/2018
13392,40.7649379,-73.9784088,W 57th St,10019,12/26/2018
13383,40.7458213,-73.9844752,Madison Ave,10016,03/27/2019
13382,40.7451690,-73.9886789,Broadway,10001,07/23/2019
13381,40.7472554,-73.9932259,7th Ave,10001,12/26/2018
13377,40.7426689,-73.9942043,W 22nd St,10011,02/21/2019
13374,40.7549450,-73.9821406,W 43rd St,10036,04/11/2017
13369,40.7277979,-74.0040914,King St,10014,05/01/2019
13368,40.7281162,-74.0070969,Hudson St,10014,03/26/2019
13367,40.7263349,-74.0055670,Varick St,10013,04/19/2019
13365,40.7256213,-74.0041165,6th Ave,10013,04/01/2019
13364,40.7208335,-74.0007715,Broadway,10013,03/07/2019
13363,40.7188335,-74.0049783,Church St,10013,03/01/2019
13361,40.7173981,-74.0016089,Lafayette St,10013,01/21/2020
13348,40.7154093,-74.0076950,Church St,10013,04/20/2019
13341,40.7595039,-73.9598965,E 60th St,10022,12/26/2018
13340,40.7672722,-73.9544948,E 72nd St,10021,12/26/2018
13336,40.7396375,-73.9869191,Park Avenue South,10010,05/30/2019
13334,40.7482587,-73.9819222,E 35th St,10016,09/19/2019
13333,40.7468343,-73.9826444,E 33rd St,10016,12/21/2018
13327,40.7415876,-73.9956443,W 20th St,10011,12/21/2018
13326,40.7477163,-73.9908331,W 30th St,10001,02/21/2019
13325,40.7486358,-73.9908257,W 31st St,10001,01/21/2020
13324,40.7410744,-73.9977265,7th Ave,10011,03/26/2019
13323,40.7428310,-73.9964454,7th Ave,10011,02/21/2019
13318,40.7675489,-73.9824368,8th Ave,10019,01/21/2020
13315,40.7183368,-73.9958659,Elizabeth St,10013,02/21/2019
13313,40.7180294,-74.0010353,Lafayette St,10013,12/21/2020
13312,40.7181694,-74.0000000,Canal St,10013,12/21/2018
13310,40.7193471,-73.9972082,Grand St,10013,05/03/2019
13298,40.7488976,-73.9780278,Lexington Ave,10016,11/14/2017
13294,40.7051837,-74.0072351,Water St,10005,04/17/2019
13281,40.7806455,-73.9568182,Park Ave,10028,11/16/2017
13280,40.7697567,-73.9919708,11th Ave,10019,06/18/2017
13246,40.8378033,-73.9419279,Broadway,10032,12/26/2018
13245,40.8384291,-73.9419129,Broadway,10032,12/26/2018
13244,40.8418210,-73.9356249,Amsterdam Ave,10032,12/21/2018
13243,40.8424218,-73.9351906,Amsterdam Ave,10032,01/16/2020
13240,40.8536831,-73.9288153,Audubon Avenue,10040,12/26/2018
13239,40.8542815,-73.9302376,St Nicholas Ave,10040,12/26/2018
13238,40.8530568,-73.9292738,Audubon Ave,10040,12/21/2018
13237,40.8536505,-73.9306938,St Nicholas Ave,10040,12/26/2018
13236,40.8668164,-73.9175124,Sherman Ave,10034,12/26/2018
13235,40.8672953,-73.9193666,Vermilyea Ave,10034,12/26/2018
13234,40.8659716,-73.9182835,Isham St,10034,12/26/2018
13233,40.8658823,-73.9201600,W 207th St,10034,12/26/2018
13232,40.8354705,-73.9422877,W 160th St,10032,12/26/2018
13231,40.8562583,-73.9267472,Audubon Ave,10040,02/20/2021
13230,40.8589844,-73.9277347,Hillside Ave,10040,03/30/2021
13229,40.8461812,-73.9385881,Broadway,10033,01/16/2020
13228,40.8467267,-73.9373334,Wadsworth Ave,10033,12/26/2018
13227,40.8565976,-73.9294905,Wadsworth Ave,10040,03/26/2019
13198,40.7443210,-73.9789967,3rd Avenue,10016,04/18/2017
13193,40.8023507,-73.9644543,Amsterdam Ave,10025,09/08/2020
13178,40.7185864,-74.0068794,W Broadway,10013,07/09/2017
13177,40.7359245,-73.9872696,Irving Pl,10003,05/08/2017
13176,40.7431480,-73.9819633,Lexington Ave,10016,07/03/2017
13175,40.7169287,-74.0025648,Franklin St,10013,07/09/2017
13167,40.7410007,-73.9767926,E 29th St,10016,05/08/2017
13148,40.7331695,-73.9746737,Avenue C,10010,05/08/2017
13145,40.7788045,-73.9516994,E 87th St,10128,07/03/2017
13142,40.7306773,-73.9998773,MacDougal Street,10012,01/16/2018
13140,40.7105142,-74.0030660,Frankfort St,10038,12/12/2017
13139,40.7390703,-73.9897120,Broadway,10003,10/22/2019
13138,40.7358259,-73.9889475,E 16th St,10003,03/12/2020
13137,40.7363968,-73.9884774,E 17th St,10003,04/28/2021
13136,40.7383786,-73.9898961,Broadway,10003,09/10/2019
13132,40.7359822,-73.9874103,Irving Pl,10003,12/26/2018
13130,40.7351860,-73.9859527,3rd Ave,10003,12/26/2018
13093,40.7685957,-73.9636601,Lexington Ave,10021,01/16/2020
13089,40.7814480,-73.9461981,1st Ave,10128,07/30/2018
13087,40.7607504,-73.9609859,1st Ave,10065,12/26/2018
13085,40.7628607,-73.9597682,1st Ave,10065,12/26/2018
13084,40.7616203,-73.9606750,1st Ave,10065,12/26/2018
13083,40.7452204,-73.9806956,Lexington Avenue,10016,12/26/2018
13082,40.7457830,-73.9824498,Park Ave,10016,01/01/2019
13081,40.7476853,-73.9831314,Madison Ave,10016,05/30/2019
13079,40.7527780,-73.9749622,Lexington Ave,10017,05/02/2019
13071,40.7567456,-73.9828692,6th Ave,10036,01/16/2020
13069,40.7536495,-73.9692735,2nd Ave,10017,12/21/2018
13068,40.7551816,-73.9714024,3rd Ave,10017,12/26/2018
13067,40.7474302,-73.9707128,1st Ave,10016,12/26/2018
13066,40.7502624,-73.9689431,1st Ave,10017,03/26/2019
13064,40.7517752,-73.9706423,2nd Ave,10017,12/26/2018
13062,40.7532084,-73.9725330,3rd Ave,10017,12/21/2018
13061,40.7496057,-73.9754503,3rd Ave,10017,05/22/2019
13057,40.7505021,-73.9892338,W 34th St,10001,11/17/2020
13054,40.7496523,-73.9774681,Lexington Ave,10016,01/16/2020
13052,40.7333643,-74.0028108,7th Ave S,10014,01/16/2020
13050,40.7534202,-73.9745072,Lexington Ave,10017,03/26/2019
13048,40.7339565,-73.9868550,3rd Ave,10003,12/26/2018
13047,40.7632654,-73.9736335,5th Ave,10022,03/13/2020
13044,40.7341537,-73.9835065,2nd Ave,10003,06/06/2019
13040,40.7265738,-73.9957174,Broadway,10012,01/16/2020
13039,40.7226609,-73.9978679,Spring St,10012,11/20/2019
13029,40.7359525,-73.9937863,5th Ave,10011,09/23/2020
13026,40.7429159,-73.9926092,W 23rd St,10010,09/06/2019
13023,40.7390289,-73.9873736,Park Ave S,10010,12/26/2018
13021,40.7155981,-73.9773967,Delancey St N,10002,04/02/2020
13019,40.7689400,-73.9798768,West Drive,10023,11/25/2019
13016,40.7306331,-73.9922750,Broadway,10003,01/16/2020
13015,40.7743350,-73.9738493,Terrace Drive,10023,09/20/2019
13014,40.7017331,-74.0127059,Whitehall St,10004,12/26/2018
13013,40.7746345,-73.9754595,Terrace Drive,10023,11/15/2019
13011,40.7728753,-73.9764746,West Drive,10023,09/17/2019
13009,40.7703177,-73.9789522,West Drive,10023,03/21/2019
13007,40.7715261,-73.9695325,East Drive,10021,12/09/2019
12979,40.7037719,-74.0082097,Old Slip,10005,04/29/2019
12967,40.7318465,-74.0010031,6th Ave,10014,09/08/2017
12957,40.7101837,-74.0164768,Albany St,10280,12/19/2018
12938,40.7664884,-73.9768415,Center Drive,10019,06/27/2019
12937,40.7718162,-73.9779264,65th Street Transverse,10023,05/06/2020
12933,40.7640532,-73.9924228,10th Ave,10019,04/02/2020
12932,40.7131536,-73.9837497,Madison Street,10002,04/02/2020
12930,40.7207632,-74.0030159,Greene St,10013,11/22/2017
12929,40.7249984,-73.9994552,Prince St,10012,09/10/2018
12928,40.7204311,-74.0000000,Grand St,10013,07/10/2017
12926,40.7269801,-74.0009669,Thompson St,10012,05/08/2019
12925,40.7268209,-74.0021611,Sullivan St,10012,05/08/2019
12924,40.7227311,-73.9950972,Mott St,10012,04/30/2019
12923,40.7186168,-74.0026623,Broadway,10013,05/07/2019
12922,40.7213450,-74.0048125,W Broadway,10013,06/25/2017
12920,40.7487700,-73.9719177,E 41st St,10017,01/16/2019
12918,40.7446458,-73.9774698,E 33rd St,10016,05/07/2019
12917,40.7611794,-73.9738978,E 55th St,10022,05/13/2019
12916,40.7382039,-73.9774359,1st Ave,10016,05/08/2017
12914,40.7300212,-73.9956487,Washington Pl,10003,10/20/2017
12913,40.7329771,-74.0073969,Greenwich St,10014,05/06/2019
12912,40.7633737,-73.9590784,1st Ave,10065,12/12/2017
12911,40.7625193,-73.9570502,York Ave,10065,05/13/2019
12910,40.7378665,-73.9786160,E 24th St,10010,11/22/2017
12908,40.7382137,-73.9876589,E 20th St,10003,05/08/2017
12907,40.7277575,-73.9780384,E 12th,10009,05/16/2017
12906,40.7456434,-73.9706161,FDR Dr,10016,12/12/2017
12905,40.7542350,-73.9631121,E 52nd Ave,10022,12/12/2017
12903,40.7296028,-73.9826705,E 12th St,10009,09/10/2018
12902,40.7254739,-73.9785262,E 9th St,10009,11/14/2017
12900,40.7012279,-74.0140618,South St,10004,09/19/2017
12898,40.7353560,-73.9842098,E 18th St,10003,05/07/2019
12897,40.7301578,-73.9876098,E 10th St,10003,07/22/2017
12896,40.7284460,-73.9758950,E 14th St,10009,06/07/2017
12895,40.7359785,-73.9804786,E 21st St,10010,06/21/2017
12894,40.7289313,-73.9923402,Lafayette St,10003,04/17/2019
12893,40.7244707,-73.9874377,1st Ave,10009,04/18/2017
12881,40.7333930,-73.9812479,1st Ave,10003,04/18/2017
12880,40.7704121,-73.9858044,W 60th St,10023,05/07/2019
12879,40.7615858,-73.9962386,W 44th St,10036,04/17/2019
12878,40.7724878,-73.9926637,W 59th St,10019,11/04/2017
12874,40.7731447,-73.9783411,Central Park W,10023,04/17/2019
12873,40.7593050,-73.9992420,11th Ave,10018,07/26/2017
12872,40.7520423,-74.0045549,W 28th St,10001,11/22/2017
12871,40.7225532,-73.9767666,Avenue D,10009,04/02/2020
12870,40.7110013,-73.9811171,South St,10002,07/22/2017
12869,40.7219099,-73.9883618,Orchard St,10002,04/02/2020
12868,40.7191607,-73.9771718,East Houston St,10002,04/02/2020
12867,40.7164921,-73.9927204,Hester St,10002,04/02/2020
12866,40.7124958,-73.9929409,Madison Street,10002,04/02/2020
12865,40.7088894,-73.9987376,South St,10038,04/02/2020
12864,40.7117961,-73.9987664,Madison Street,10038,04/02/2020
12863,40.7560154,-73.9691353,E 51st St,10022,06/08/2017
12862,40.7527415,-73.9713457,E 46th St,10017,01/16/2019
12861,40.7569570,-73.9697810,3rd  Ave,10022,09/26/2017
12859,40.7501613,-73.9707982,E 43rd St,10017,01/16/2019
12858,40.7532804,-73.9649100,Beekman Pl,10022,06/08/2017
12857,40.7534353,-73.9710464,East 47th Street,10017,01/16/2019
12856,40.7571213,-73.9681313,53rd St,10022,12/12/2017
12855,40.7589932,-73.9683001,3rd Ave,10022,10/25/2017
12854,40.7596726,-73.9638851,E 58th St,10022,08/25/2017
12852,40.7612212,-73.9656314,E 59th st,10022,04/20/2018
12851,40.7623055,-73.9661940,3rd Ave,10065,07/06/2017
12850,40.7624725,-73.9647500,E 61st St,10065,04/20/2018
12849,40.7631037,-73.9643201,E 62nd St,10065,01/16/2019
12848,40.7449632,-73.9725183,1st Ave,10016,05/06/2019
12847,40.7623759,-73.9629271,2nd Ave,10065,05/06/2019
12846,40.7619162,-73.9675515,E 59 St,10022,12/12/2017
12845,40.7582758,-73.9647775,E 56th St,10022,03/31/2018
12844,40.7659097,-73.9674015,Park Ave,10065,10/25/2017
12842,40.7370285,-74.0081703,Washington Street,10014,05/02/2019
12841,40.7303478,-73.9949487,Waverly Pl,10003,11/14/2017
12840,40.7311493,-73.9950821,University Pl,10003,01/16/2019
