Id,Latitude,Longitude,On street,Zipcode,Installation Date
12839,40.7352527,-74.0048713,Bleecker St,10014,05/02/2019
12838,40.7264613,-73.9993109,W Houston St,10012,05/02/2019
12837,40.7305040,-74.0089770,Washington St,10014,05/17/2019
12836,40.7318684,-74.0051813,Bedford St,10014,05/13/2019
12835,40.7322114,-73.9941764,University Pl,10003,04/20/2018
12834,40.7336441,-73.9922675,E 12th St,10003,05/13/2019
12833,40.7338500,-74.0061774,Hudson St,10014,05/02/2019
12832,40.7369133,-74.0036914,W 4th St,10014,05/02/2019
12830,40.7341356,-73.9973190,W 10th St,10011,01/16/2019
12829,40.7327739,-74.0086994,Washington St,10014,05/02/2019
12828,40.7364989,-73.9987587,W 12th St,10011,05/13/2019
12827,40.7348355,-74.0030960,W 4th St,10014,05/17/2019
12826,40.7279874,-73.9989609,Laguardia Pl,10012,09/19/2017
12825,40.7292661,-74.0092041,Washington St,10014,05/17/2019
12824,40.7613574,-73.9623609,E 61st St,10065,12/12/2017
12823,40.7668412,-73.9712458,5th Ave,10065,01/16/2019
12822,40.7474956,-73.9688938,E 41st St,10016,12/12/2017
12821,40.7523981,-73.9701801,2nd Ave,10017,12/12/2017
12820,40.7580347,-73.9660806,2nd Ave,10022,06/26/2017
12819,40.7577676,-73.9634783,1st Ave,10022,12/12/2017
12818,40.7580109,-73.9603414,Sutton Pl,10022,06/26/2017
12815,40.7310036,-74.0081219,Greenwich St,10014,07/07/2017
12814,40.7352912,-73.9981994,6th Ave,10011,01/16/2019
12813,40.7374813,-74.0065638,Greenwich St,10014,09/26/2017
12810,40.7340448,-74.0084218,Washington St,10014,01/16/2018
12809,40.7642793,-73.9673626,E 62nd St,10065,05/25/2021
12808,40.7304522,-74.0016128,6th Ave,10012,10/20/2017
12807,40.7590559,-73.9666360,E 56th St,10022,01/16/2018
12806,40.7295653,-74.0085150,Greenwich St,10014,05/02/2019
12805,40.7287834,-74.0005448,Bleecker St,10012,01/16/2019
12804,40.7677021,-73.9677183,E 66th St,10065,01/16/2019
12801,40.7345474,-74.0014614,Waverly Pl,10014,11/14/2017
12800,40.7676836,-73.9704295,5th Ave,10065,08/16/2018
12799,40.7647402,-73.9665213,E 63rd St,10065,07/07/2017
12797,40.7325217,-74.0033087,7th Ave south,10014,01/16/2019
12796,40.7290633,-74.0046471,Downing St,10014,10/27/2017
12795,40.7323485,-73.9912212,Broadway,10003,05/13/2019
12794,40.7357825,-74.0014217,7th Ave South,10014,05/01/2019
12793,40.7340779,-74.0046439,Bleecker St,10014,01/16/2018
12792,40.7358730,-74.0034929,W 4th St,10014,05/13/2019
12791,40.7633818,-73.9672259,Lexington Ave,10065,10/03/2017
12789,40.7591331,-73.9592001,York Ave,10022,12/12/2017
12787,40.7562693,-73.9642732,1st Ave,10022,08/27/2018
12784,40.7609551,-73.9772441,W 53rd St,10019,02/01/2019
12783,40.7604960,-73.9738259,Madison Ave,10022,12/12/2017
12782,40.7616124,-73.9709990,E 57th St,10022,01/16/2018
12781,40.7459123,-73.9842181,Madison Ave,10016,12/12/2017
12780,40.7561352,-73.9657676,E 53rd St,10022,04/20/2018
12779,40.7471380,-73.9772633,3rd Ave,10016,05/01/2019
12778,40.7514784,-73.9822317,5th Ave,10018,05/13/2019
12777,40.7539910,-73.9740630,E 46th St,10017,05/13/2019
12774,40.7501030,-73.9805538,E 38th St,10016,03/01/2019
12773,40.7060809,-74.0114299,Broad St,10004,10/25/2017
12772,40.7260988,-73.9931667,Bond St,10012,05/07/2019
12771,40.7454321,-73.9853659,E 30th St,10016,05/13/2019
12770,40.7469991,-73.9834311,Madison Ave,10016,05/13/2019
12769,40.7311544,-73.9902905,4th Ave,10003,09/10/2018
12767,40.7088619,-74.0026511,Pearl St,10038,05/13/2019
12766,40.7363741,-73.9832136,E 20th St,10003,05/08/2017
12765,40.7402801,-73.9843133,Lexington Ave,10010,09/10/2018
12764,40.7075302,-74.0112390,Wall St,10005,10/03/2019
12763,40.7274312,-73.9795863,Avenue B,10009,08/05/2017
12761,40.7259559,-73.9908938,E 3rd St,10003,04/18/2017
12760,40.7257030,-73.9865247,1St Ave,10009,07/22/2017
12759,40.7362404,-73.9891026,Union Square E,10003,08/15/2018
12758,40.7076484,-74.0082381,Liberty St,10005,01/16/2018
12757,40.7453805,-73.9811564,East 32nd Street,10016,02/15/2018
12755,40.7253467,-73.9919942,Bowery St,10003,07/26/2017
12754,40.7112195,-74.0063881,Beekman St,10038,01/16/2018
12751,40.7421353,-73.9829632,Lexington Ave,10016,06/13/2017
12750,40.7050179,-74.0173700,West St,10280,05/02/2017
12749,40.7384688,-73.9863814,Gramercy Park N,10003,04/16/2019
12748,40.7274897,-73.9852471,1St Ave,10009,11/22/2017
12747,40.7047306,-74.0097453,Hanover Square,10004,05/01/2019
12746,40.7585204,-73.9789676,West 49th Street,10020,10/31/2017
12745,40.7076570,-74.0016952,Peck Slip,10038,01/16/2018
12744,40.7286561,-73.9843737,1St Ave,10009,08/12/2017
12743,40.7087357,-74.0008332,Dover St,10038,01/07/2021
12742,40.7110355,-73.9920861,Cherry St,10002,04/02/2020
12741,40.7099982,-74.0045953,Gold St,10038,12/12/2017
12740,40.7502148,-73.9768544,Lexington Ave,10017,05/13/2019
12738,40.7102093,-74.0078344,Fulton St,10038,05/13/2019
12737,40.7488556,-73.9740037,E 40th St,10016,05/01/2019
12736,40.7058011,-74.0099619,Exchange Pl,10004,05/13/2019
12735,40.7481153,-73.9777538,E 37th St,10016,04/20/2018
12734,40.7470479,-73.9793746,Lexington Ave,10016,05/13/2019
12733,40.7464177,-73.9874155,W 30th St,10001,12/12/2017
12732,40.7554142,-73.9813066,W 44th St,10036,05/26/2021
12731,40.7628074,-73.9755324,W 56th St,10019,07/30/2021
12730,40.7077419,-74.0067232,Platt St,10038,12/12/2017
12729,40.7618903,-73.9736268,E 56th St,10022,12/12/2017
12728,40.7604996,-73.9777713,W 52nd St,10019,11/27/2017
12727,40.7623108,-73.9763015,W 55th St,10019,02/25/2020
12726,40.7553888,-73.9772749,Madison Ave,10017,06/30/2017
12725,40.7563282,-73.9815302,W 45th St,10036,11/27/2017
12724,40.7478101,-73.9753791,E 38th St,10016,08/30/2017
12723,40.7490959,-73.9818967,Madison Ave,10016,01/16/2018
12722,40.7091443,-74.0088695,Nassau St,10038,04/17/2019
12721,40.7077690,-74.0102111,Nassau St,10005,04/17/2019
12719,40.7138265,-74.0122428,Barclay St,10007,11/27/2017
12717,40.7044968,-74.0143727,Battery Pl,10004,04/17/2019
12716,40.7051557,-74.0133954,Broadway,10004,04/17/2019
12715,40.7069291,-74.0102722,Wall St,10005,03/21/2019
12714,40.7063776,-74.0080468,Pine St,10005,03/21/2019
12712,40.7115623,-74.0103343,Church St,10007,03/21/2019
12711,40.7055014,-74.0147408,Greenwich St,10006,05/13/2019
12710,40.7078380,-74.0042273,Fulton St,10038,03/21/2019
12709,40.7069047,-74.0070982,Maiden Ln,10005,03/21/2019
12708,40.7062598,-74.0043209,John St,10038,03/20/2019
12706,40.7036905,-74.0086091,Old Slip,10004,03/20/2019
12704,40.7194593,-74.0045310,Walker St,10013,11/22/2017
12703,40.7162946,-74.0062407,Thomas St,10007,11/22/2017
12702,40.7052689,-74.0061964,Front St,10005,11/22/2017
12701,40.7226432,-74.0044136,Thompson Street,10013,06/19/2017
12700,40.7216772,-73.9998449,Broadway,10013,09/10/2018
12699,40.7031685,-74.0131101,Whitehall St,10004,03/20/2019
12698,40.7071079,-74.0047682,Water St,10038,05/13/2019
12697,40.7208343,-74.0082974,Hudson St,10013,11/22/2017
12696,40.7206451,-74.0050650,Lispenard St,10013,06/28/2017
12695,40.7218169,-74.0081641,Hudson St,10013,11/22/2017
12693,40.7229476,-74.0103721,Washington St,10013,11/22/2017
12692,40.7232609,-74.0031459,Watts St,10013,09/10/2018
12691,40.7200468,-74.0014611,Broadway,10013,07/20/2017
12690,40.7168930,-74.0039104,Leonard St,10013,04/30/2019
12688,40.7185569,-74.0053499,Church Street,10013,04/29/2019
12687,40.7270596,-74.0038965,Charlton St,10014,05/07/2019
12686,40.7205077,-74.0065694,Varick St,10013,03/31/2017
12685,40.7180428,-74.0094262,Jay St,10013,11/22/2017
12684,40.7246002,-73.9943394,E Houston St,10012,03/08/2017
12683,40.7241667,-74.0010318,Wooster St,10012,09/10/2018
12681,40.7257888,-74.0010318,W Broadway,10012,07/06/2017
12680,40.7251081,-73.9960386,E Houston St,10012,11/22/2017
12679,40.7234584,-74.0060538,Varick St,10013,07/03/2017
12678,40.7240239,-74.0045133,Broome St,10013,03/01/2018
12677,40.7279900,-74.0055454,Varick St,10014,09/10/2018
12676,40.7190916,-73.9998268,Lafayette St,10013,05/08/2017
12675,40.7250668,-74.0068007,Dominick St,10013,07/06/2017
12674,40.7160310,-74.0069369,Church St,10007,09/06/2018
12673,40.7241883,-74.0093405,Watts St,10013,02/26/2017
12669,40.7805432,-73.9729349,Central Park West,10024,11/22/2017
12667,40.7744573,-73.9690076,East Dr,10021,10/26/2020
12666,40.7753188,-73.9678482,East Drive,10021,10/26/2020
12665,40.7764907,-73.9673747,East Drive,10021,10/26/2020
12664,40.7775308,-73.9669625,East Drive,10075,10/26/2020
12660,40.7789242,-73.9741255,Central Park West,10023,11/22/2017
12658,40.7756585,-73.9765098,Central Park West,10023,11/22/2017
12657,40.7722412,-73.9466088,E End Ave,10028,05/07/2019
12656,40.7754416,-73.9502721,1st Ave,10028,08/12/2018
12655,40.7802543,-73.9531029,3rd Ave,10128,03/30/2020
12654,40.7824550,-73.9586911,E 88th St,10128,05/07/2019
12652,40.7797602,-73.9604187,E 84th St,10028,05/06/2019
12651,40.7787170,-73.9597008,E 83rd St,10028,09/06/2018
12650,40.7797716,-73.9540132,E 87th St,10128,04/16/2019
12649,40.7807050,-73.9546047,Lexington Ave,10128,09/06/2018
12648,40.7797368,-73.9563891,East 86th Street,10028,12/19/2018
12647,40.7818489,-73.9600889,5th Ave,10028,03/30/2020
12646,40.7777054,-73.9555275,E 84th St,10028,09/06/2018
12645,40.7783907,-73.9607517,Madison Ave,10028,09/06/2018
12644,40.7763732,-73.9602546,Park Ave,10075,09/06/2018
12643,40.7763628,-73.9619661,Madison Ave,10075,09/06/2018
12641,40.7784839,-73.9529273,E 86th St,10028,08/12/2019
12639,40.7767257,-73.9493432,1st Ave,10028,05/06/2019
12638,40.7794890,-73.9618126,5th Ave,10028,09/06/2018
12637,40.7749798,-73.9632450,Madison Ave,10021,09/06/2018
12636,40.7749984,-73.9612484,Park Ave,10075,09/06/2018
12635,40.7778782,-73.9629979,5th Ave,10028,04/17/2019
12634,40.7652965,-73.9914913,10th Ave,10019,03/30/2020
12628,40.7615912,-73.9939175,10th Ave,10036,03/30/2020
12627,40.7648958,-73.9924191,W 50th St,10019,03/30/2020
12626,40.7642644,-73.9906575,W 50th St,10019,06/27/2018
12625,40.7642812,-73.9964984,W 47th St,10036,04/17/2019
12624,40.7663945,-73.9941120,11th Ave,10019,03/30/2020
12622,40.7716011,-73.9906240,11th Ave,10019,07/01/2017
12621,40.7528629,-73.9931531,8th Ave,10001,03/30/2020
12620,40.7717374,-73.9827967,Columbus Ave,10023,03/27/2020
12619,40.7666360,-73.9926716,West 52nd St,10019,04/16/2019
12618,40.7649619,-73.9964406,West 48th St,10036,03/27/2020
12617,40.7169091,-73.9899210,Grand St,10002,04/02/2020
12616,40.7175902,-73.9964323,Hester St,10013,04/12/2017
12615,40.7145545,-73.9988673,Mott St,10013,11/22/2017
12614,40.7204027,-73.9852740,Stanton St,10002,06/13/2017
12613,40.7184988,-73.9986616,Baxter St,10013,04/01/2020
12612,40.7163211,-73.9844776,Broome St,10002,04/01/2020
12611,40.7559316,-73.9943006,9th Ave,10018,11/22/2017
12589,40.7157317,-73.9904875,Hester Street,10002,04/01/2020
12588,40.7627879,-73.9933146,10th Av,10036,04/01/2020
12587,40.7218995,-73.9747682,FDR Drive,10009,04/01/2020
12586,40.7128841,-73.9808821,Jackson Street,10002,03/31/2020
12585,40.7159324,-73.9974316,Elizabeth Street,10013,03/21/2019
12584,40.7111424,-73.9898786,CHERRY ST,10002,03/31/2020
12583,40.7169037,-73.9913495,Allen St,10002,05/06/2019
12398,40.7622718,-73.9919970,W 47th st,10036,03/27/2020
12397,40.7729364,-73.9801031,W 66TH ST,10023,07/26/2017
12396,40.7710016,-73.9813709,w 63rd st,10023,11/22/2017
12395,40.7693248,-73.9833425,W 60TH ST,10019,03/27/2020
12393,40.7592306,-73.9922104,9TH AVE,10036,03/27/2020
12392,40.7626508,-73.9968378,11th ave,10036,03/27/2020
12391,40.7606568,-73.9982854,11th ave,10036,09/12/2018
12388,40.7732415,-73.9824064,BROADWAY,10023,03/27/2020
12386,40.7585638,-73.9951631,W 41ST ST,10018,03/27/2020
12383,40.7745536,-73.9836553,W 66TH ST,10023,05/06/2019
12378,40.7605977,-73.9955420,W 43RD ST,10036,10/23/2018
12374,40.7744044,-73.9774273,CENTRAL PARK WEST,10023,11/22/2017
12371,40.7738153,-73.9838866,W 65TH ST,10023,03/27/2020
12368,40.7704695,-73.9836888,COLUMBUS AVE,10023,03/27/2020
12367,40.7698523,-73.9865013,W 59TH ST,10019,03/27/2020
12366,40.7646046,-73.9895095,W 51ST ST,10019,05/06/2019
12362,40.7661167,-73.9871916,9TH AVE,10019,03/27/2020
12339,40.7235710,-73.9964500,LAFAYETTE ST,10012,11/17/2017
12338,40.7258352,-74.0083125,RENWICK ST,10013,03/27/2020
12337,40.7255829,-74.0056823,VARICK ST,10013,02/15/2018
12333,40.7282835,-74.0086231,GREENWICH ST,10014,03/27/2020
12332,40.7217266,-73.9977597,LAFAYETTE ST,10012,03/27/2020
12152,40.7294208,-73.9782146,AVENUE B,10009,03/27/2020
12150,40.7316590,-73.9855998,2ND AVE,10003,03/27/2020
12149,40.7272378,-73.9916621,COOPER SQUARE,10003,03/27/2020
12146,40.7235566,-73.9867957,E 2ND ST,10009,02/14/2018
12143,40.7433124,-73.9800542,3rd Ave,10016,06/30/2017
12142,40.7371541,-73.9865621,IRVING PL,10003,11/17/2017
12140,40.7329994,-73.9753413,E 20th ST,10009,02/14/2018
12139,40.7325842,-73.9878620,3RD AVE,10003,12/12/2017
12138,40.7209360,-73.9939501,BOWERY ST,10012,09/13/2018
12136,40.7114364,-73.9955315,MONROE ST,10002,03/31/2020
12133,40.7199166,-73.9836218,ATTORNEY ST,10002,12/12/2017
12132,40.7201505,-73.9884270,RIVINGTON ST,10002,12/12/2017
12131,40.7172020,-73.9828577,DELANCEY ST,10002,12/12/2017
12130,40.7217744,-73.9806243,AVENUE C,10009,12/12/2017
12129,40.7244210,-73.9848474,Avenue A,10009,12/12/2017
12128,40.7197887,-73.9952128,Broome St,10013,03/31/2020
12127,40.7147741,-73.9996898,Mulberry St,10013,09/12/2018
12126,40.7211856,-73.9920849,Rivington St,10002,12/12/2017
12125,40.7189183,-73.9899351,Delancey St,10002,12/12/2017
12124,40.7226232,-73.9849885,E 2nd St,10009,12/12/2017
12123,40.7224328,-73.9787977,E 5th St,10009,12/12/2017
12122,40.7196151,-73.9866594,Rivington St,10002,05/28/2017
12121,40.7218607,-73.9900393,Eldridge St,10002,09/11/2017
12120,40.7198517,-73.9919949,Delancey St,10002,06/24/2017
12119,40.7181226,-73.9951155,BOWERY,10013,03/31/2020
12118,40.7158241,-73.9828112,BIALYSTOKER PL,10002,09/05/2017
12117,40.7165841,-73.9806682,DELANCY ST,10002,09/05/2017
12116,40.7115968,-73.9807346,JACKSON ST,10002,09/05/2017
12115,40.7112981,-73.9834977,WATER ST,10002,09/05/2017
12114,40.7144502,-74.0026189,Centre St,10007,11/13/2017
12113,40.7116361,-73.9865997,CHERRY ST,10002,09/05/2017
11956,40.7131435,-74.0075534,MURRAY ST,10007,09/09/2016
11954,40.7189762,-74.0052813,6 AVE,10013,08/22/2017
11949,40.7475482,-73.9846725,E33 ST,10016,11/03/2017
11945,40.7429350,-74.0081703,W15 ST,10011,04/14/2017
11943,40.7177464,-73.9922693,GRAND ST,10002,07/31/2017
11941,40.7230302,-73.9742771,FDR,10009,06/01/2017
11939,40.7186190,-73.9889972,DELANCEY ST,10002,02/28/2018
11938,40.7233789,-73.9956094,PRINCE ST,10012,02/28/2018
11937,40.7202718,-73.9960930,BROOME ST,10012,08/17/2017
11936,40.7341939,-73.9777223,E20 ST,10010,02/26/2018
11935,40.7843690,-73.9476366,E96 ST,10128,06/06/2018
11934,40.7532445,-74.0039955,11 AVE,10001,09/21/2018
11933,40.7513808,-74.0053561,11 AVE,10001,08/22/2017
11932,40.7200220,-74.0040765,CHURCH ST,10013,12/15/2016
11930,40.7421968,-73.9934718,6 AVE,10011,03/30/2018
11929,40.7422157,-73.9893326,BROADWAY,10010,07/24/2018
11928,40.7441565,-73.9920461,6TH AVE,10001,06/01/2017
11927,40.7223108,-73.9897795,ELDRIDGE ST,10002,06/01/2017
11926,40.7255716,-73.9900207,2 AVE,10003,03/30/2018
11924,40.7238092,-73.9879105,1 AVE,10009,01/02/2018
11923,40.7312755,-73.9938662,E8 ST,10003,05/10/2017
11922,40.7266132,-73.9794458,E10 ST,10009,12/30/2016
11921,40.7267902,-73.9891366,2 AVE,10003,03/30/2018
11920,40.7256760,-73.9918860,BOWERY,10003,02/28/2018
11916,40.7454158,-73.9868888,5TH AVE,10001,02/15/2018
11915,40.7480346,-73.9893497,W31 ST,10001,03/30/2018
11914,40.7391438,-73.9849162,LEXINGTON AV,10010,09/09/2016
11913,40.7465967,-73.9939658,7 AVE,10001,12/06/2016
11872,40.7495883,-73.9914788,7th Ave,10001,11/14/2019
11871,40.7479302,-73.9890068,6 Ave,10001,04/29/2019
11798,40.7058561,-74.0084110,Wall St,10005,04/26/2019
11794,40.7465136,-73.9861055,5th Ave,10001,04/26/2019
11790,40.7044262,-74.0064199,Wall St,10005,04/26/2019
11786,40.7777757,-73.9820442,Broadway,10023,03/20/2019
11775,40.7663925,-73.9776502,West 59th Street/Central Park South,10019,08/12/2019
11772,40.7692781,-73.9694653,5 Ave,10065,08/15/2019
11761,40.7732338,-73.9665702,5 Ave,11021,04/29/2020
11746,40.7013843,-74.0139356,Peter Minuit Plaza,10004,04/26/2019
11742,40.7082082,-74.0098252,Nassau St,10005,04/26/2019
11739,40.7018183,-74.0113354,South St,10004,04/26/2019
11738,40.7035035,-74.0117036,Broad St,10004,04/26/2019
11737,40.7041047,-74.0114945,Broad St,10004,04/26/2019
11736,40.7080931,-74.0080073,Maiden Ln,10038,04/26/2019
11735,40.7069622,-74.0090604,Pine St,10005,04/26/2019
11734,40.7060730,-74.0073687,Pearl St,10005,04/26/2019
11733,40.7057657,-74.0056843,Front St,10005,04/26/2019
11732,40.7062597,-74.0060161,Water St,10038,04/24/2019
11730,40.7050602,-74.0074010,Water St,10005,04/24/2019
11729,40.7048817,-74.0080141,Water st,10005,04/24/2019
11728,40.7038360,-74.0070871,Gouverneur Lane,10005,12/21/2017
11727,40.7033227,-74.0078841,South st,10005,10/05/2018
11725,40.7050984,-74.0099077,S William st,10005,04/24/2019
11721,40.7551679,-73.9867281,Broadway,10036,04/24/2019
11717,40.7515532,-73.9877358,Broadway,10018,04/24/2019
11716,40.7504855,-73.9876999,Broadway,10001,03/27/2019
11715,40.7498020,-73.9875737,W 34th St,10001,03/09/2018
11712,40.7596868,-73.9762555,5th Ave,10022,11/14/2017
11711,40.7593025,-73.9807201,6th Avenue,10020,04/22/2019
11710,40.7585240,-73.9812913,6th Ave,10036,11/14/2017
11709,40.7575305,-73.9823023,6th Ave,10036,04/23/2019
11708,40.7525973,-73.9967134,9th Ave,10001,01/02/2018
11707,40.7539280,-73.9957526,9th Ave,10001,03/09/2018
11706,40.7551768,-73.9948493,9th Ave,10018,04/23/2019
11705,40.7570349,-73.9935028,9th Ave,10018,04/23/2019
11704,40.7578720,-73.9928963,9th Ave,10036,04/23/2019
11702,40.7585802,-73.9927302,W 42nd St,10036,12/14/2016
11701,40.7057598,-74.0113325,Broad st,10004,04/23/2019
11700,40.7572515,-73.9895864,W 42nd St,10036,04/23/2019
11698,40.7553166,-73.9913518,8th Ave,10018,04/23/2019
11697,40.7545892,-73.9915612,8th Ave,10018,04/23/2019
11694,40.7535051,-73.9923662,8th Ave,10018,04/23/2019
11690,40.7591946,-73.9882289,8th Ave,10036,04/23/2019
11689,40.7598176,-73.9877595,8th Ave,10036,04/23/2019
11688,40.7604406,-73.9873118,8th Ave,10036,04/23/2019
11685,40.7540098,-73.9882948,7th Ave,10018,04/22/2019
11684,40.7528690,-73.9893858,7th Ave,10018,04/22/2019
11683,40.7517812,-73.9902009,7th Ave,10018,05/06/2018
11682,40.7544461,-73.9869520,Broadway,10018,04/22/2019
11680,40.7492123,-73.9921466,W 31st St,10001,08/06/2019
11679,40.7611860,-73.9793666,6th Ave,10019,08/16/2017
11677,40.7485261,-73.9885513,6th Ave,10001,03/09/2018
11676,40.7492399,-73.9883349,Broadway,10001,05/30/2018
11675,40.7579349,-73.9891424,8th Ave,10036,08/16/2017
11674,40.7512182,-73.9869057,6th Ave,10018,08/16/2017
11673,40.7508535,-73.9905294,W 34th St,10001,05/02/2018
11672,40.7521980,-73.9858949,6th Ave,10018,11/16/2017
11671,40.7090400,-74.0088190,Maiden La,10038,08/16/2017
11670,40.7530598,-73.9855591,6th Ave,10018,11/16/2017
11669,40.7536746,-73.9851222,6th Ave,10018,11/16/2017
11668,40.7560210,-73.9831184,6th Ave,10036,07/18/2017
11662,40.7054472,-74.0079240,Pearl Street,10005,07/17/2017
11661,40.7594934,-73.9850560,Broadway,10036,07/17/2017
11660,40.7592271,-73.9847889,W 47 St,10036,11/16/2017
11659,40.7076291,-74.0101822,Pine St,10005,04/22/2019
11656,40.7492252,-73.9841307,5th Ave,10018,07/17/2017
11653,40.7029135,-74.0113572,Water St,10004,07/17/2017
11311,40.7914134,-73.9446408,3rd Ave,10029,04/15/2019
11309,40.7980010,-73.9398136,3rd Ave,10035,04/15/2019
11205,40.7388776,-73.9851291,LEXINGTON AVE,10010,11/18/2016
11204,40.7490238,-73.9779159,LEXINGTON AVE,10016,08/29/2017
11203,40.7508103,-73.9764030,LEXINGTON AVE,10017,11/18/2016
11202,40.7496033,-73.9797022,PARK AVE,10016,12/15/2016
11201,40.7571849,-73.9699144,3RD AVE,10022,03/13/2019
11199,40.7838061,-73.9837578,RIVERSIDE DR,10024,09/09/2016
11198,40.7812316,-73.9835562,WEST END AVE,10023,11/11/2016
11197,40.7856146,-73.9818759,RIVERSIDE DR,10024,09/09/2016
11196,40.7638886,-73.9959388,11TH AVE,10036,10/25/2016
11195,40.7634027,-73.9928452,10TH AVE,10036,06/06/2018
11194,40.7317173,-74.0079127,GREENWICH ST,10014,09/15/2016
11193,40.7235213,-74.0095893,GREENWICH ST,10013,09/15/2016
11192,40.7249984,-73.9992460,PRINCE ST,10012,09/15/2016
11191,40.7180884,-73.9998056,CENTRE ST,10013,12/19/2016
11190,40.7186525,-74.0024206,BROADWAY,10013,07/17/2017
11188,40.7054803,-74.0044507,SOUTH ST,10038,02/04/2020
11184,40.7637061,-73.9814848,7TH AVE,10019,09/09/2016
11183,40.7667146,-73.9830905,W 57TH ST,10019,12/19/2016
11182,40.7589329,-73.9686430,3RD AVE,10022,08/31/2016
11181,40.7582721,-73.9709607,LEXINGTON AVE,10022,12/19/2016
11180,40.7627912,-73.9658364,3RD AVE,10065,08/31/2016
11179,40.7633208,-73.9651466,3RD AVE,10065,08/31/2016
11177,40.7413896,-73.9895781,5TH AVE,10010,12/19/2016
11176,40.7379465,-73.9807161,2ND AVE,10010,08/31/2016
11175,40.7421082,-73.9848217,PARK AVE,10016,11/11/2016
11172,40.7419229,-73.9766624,E 30TH ST,10016,09/09/2016
11171,40.7430900,-73.9798955,3RD AVE,10016,09/15/2016
11170,40.7445809,-73.9830203,PARK AVE,10016,08/22/2017
11169,40.7450394,-73.9787750,3rd Avenue,10016,05/01/2017
11168,40.7436244,-73.9754565,E 33RD ST,10016,05/01/2017
11167,40.7380502,-73.9775478,1ST AVE,10010,09/09/2016
11166,40.7338184,-73.9806163,1ST AVE,10009,10/25/2016
11160,40.7088400,-73.9992570,ROBERT F.WAGNER PL,10038,06/01/2017
11159,40.7098664,-73.9964760,CATHERINE SLIP,10038,12/18/2017
11158,40.7104095,-73.9898859,RUTGERS SLIP,10002,12/30/2016
11157,40.7103386,-74.0011398,PEARL ST,10038,10/30/2017
11156,40.7102996,-73.9887245,SOUTH ST,10002,04/14/2017
11155,40.7104399,-73.9921547,PIKE ST,10002,06/01/2017
11154,40.7106835,-73.9854096,SOUTH ST,10002,06/01/2017
11153,40.7110808,-73.9805039,JACKSON ST,10002,06/01/2017
11152,40.7134662,-73.9821192,MADISON ST,10002,03/17/2017
11151,40.7112632,-73.9900698,CHERRY ST,10002,12/30/2016
11148,40.7132343,-74.0004293,PARK ROW,10007,06/01/2017
11147,40.7113129,-73.9966743,CATHERINE ST,10002,06/01/2017
11146,40.7118949,-73.9978393,MADISON ST,10038,09/09/2017
11145,40.7119223,-73.9994842,ST JAMES PL,10038,12/01/2017
11144,40.7121595,-73.9806298,JACKSON ST,10002,06/01/2017
11142,40.7123539,-73.9779894,CHERRY ST,10002,12/30/2016
11141,40.7117189,-73.9920969,PIKE ST,10002,12/30/2016
11140,40.7125388,-73.9838581,GOUVERNEUR ST,10002,12/30/2016
11139,40.7128219,-73.9870503,MADISON ST,10002,12/30/2016
11138,40.7128720,-73.9970962,CATHERINE ST,10002,12/22/2017
11137,40.7131565,-73.9848824,MADISON,10002,12/30/2016
11136,40.7129487,-73.9943909,MARKET ST,10002,12/22/2017
11134,40.7134314,-73.9885256,JEFFERSON ST,10002,12/30/2016
11131,40.7142110,-73.9900982,RUTGERS ST,10002,12/15/2017
11130,40.7142224,-73.9962665,DIVISION ST,10002,12/22/2017
11129,40.7146029,-73.9844492,E BROADWAY,10002,06/01/2017
11128,40.7144726,-73.9769606,FDR SVC,10002,12/30/2016
11127,40.7146039,-73.9972693,BOWERY,10013,06/01/2017
11126,40.7150447,-73.9833958,GRAND ST,10002,08/25/2017
11125,40.7153325,-73.9812421,COLUMBIA ST,10002,08/25/2017
11124,40.7156288,-73.9801454,DELANCEY ST,10002,04/14/2017
11123,40.7154814,-73.9854771,GRAND ST,10002,06/01/2017
11122,40.7155062,-73.9868803,CLINTON ST,10002,07/16/2019
11121,40.7158497,-73.9906210,HESTER ST,10002,06/01/2017
11120,40.7159374,-73.9894486,ESSEX ST,10002,06/01/2017
11117,40.7165604,-73.9884384,GRAND ST,10002,06/01/2017
11116,40.7168264,-73.9861405,BROOME ST,10002,06/01/2017
11114,40.7170701,-73.9823058,DELANCEY ST,10002,06/01/2017
11113,40.7174430,-73.9799357,COLUMBIA ST,10002,12/30/2016
11112,40.7175622,-73.9886078,ESSEX ST,10002,06/01/2017
11111,40.7176392,-73.9896576,LUDLOW ST,10002,03/17/2017
11109,40.7185644,-73.9918435,BROOME ST,10002,06/01/2017
11106,40.7181825,-73.9875327,DELANCEY ST,10002,05/10/2017
11104,40.7187742,-73.9794627,COLUMBIA ST,10002,12/30/2016
11102,40.7187749,-73.9841957,RIVINGTON ST,10002,03/10/2017
11101,40.7192569,-73.9774820,E HOUSTON ST,10002,06/09/2017
11100,40.7192054,-73.9812158,STANTON ST,10002,12/30/2016
11096,40.7208397,-73.9906419,ELDRIDGE ST,10002,06/01/2017
11094,40.7206883,-73.9861000,STANTON ST,10002,12/30/2016
11093,40.7216378,-73.9848552,E HOUSTON ST,10002,10/30/2017
11091,40.7211243,-73.9831561,E HOUSTON ST,10002,02/28/2018
11090,40.7214680,-73.9884232,STANTON ST,10002,06/01/2017
